RPM,MAP,TempoDeInjecao,Confianca
3652,-0.25,4.5,0.055
3652,-0.15,4.7,0.054
3652,-0.05,4.9,0.05
3652,0.05,5.1,0.075
3653,-0.95,3.1,0.093
3653,-0.85,3.3,0.072
3653,-0.75,3.5,0.134
3653,-0.65,3.7,0.084
3653,-0.55,3.9,0.097
3653,-0.45,4.1,0.076
3653,-0.35,4.3,0.05
3653,-0.25,4.5,0.076
3653,-0.15,4.7,0.062
3653,-0.05,6.1,0.047
3653,0.05,5.1,0.079
3654,-0.95,3.1,0.076
3654,-0.85,3.3,0.087
3654,-0.75,3.5,0.072
3654,-0.65,3.7,0.145
3654,-0.55,3.9,0.09
3654,-0.45,4.1,0.084
3654,-0.35,4.3,0.076
3654,-0.25,4.5,0.066
3654,-0.15,4.7,0.076
3654,-0.05,4.9,0.067
3654,0.05,5.1,0.038
3655,-0.95,3.1,0.052
3655,-0.85,3.3,0.072
3655,-0.75,4.5,0.087
3655,-0.65,8.8,0.069
3655,-0.55,3.9,0.123
3655,-0.45,4.1,0.093
3655,-0.35,4.3,0.087
3655,-0.25,4.5,0.111
3655,-0.15,4.7,0.07
3655,-0.05,8.6,0.055
3655,0.05,5.1,0.046
3656,-0.95,3.1,0.089
3656,-0.85,3.3,0.065
3656,-0.75,3.5,0.096
3656,-0.65,3.7,0.099
3656,-0.55,3.9,0.057
3656,-0.45,4.1,0.085
3656,-0.35,10.4,0.073
3656,-0.25,4.5,0.072
3656,-0.15,4.7,0.063
3656,-0.05,4.9,0.073
3656,0.05,5.1,0.057
3657,-0.95,3.1,0.09
3657,-0.85,3.3,0.062
3657,-0.75,3.5,0.095
3657,-0.65,3.7,0.105
3657,-0.55,1.6,0.07
3657,-0.45,4.1,0.061
3657,-0.35,4.3,0.082
3657,-0.25,4.5,0.092
3657,-0.15,4.7,0.039
3657,-0.05,4.9,0.068
3657,0.05,5.1,0.074
3658,-0.95,3.1,0.053
3658,-0.85,3.3,0.03
3658,-0.75,3.5,0.06
3658,-0.65,3.7,0.074
3658,-0.55,3.9,0.065
3658,-0.45,10.0,0.05
3658,-0.35,4.3,0.084
3658,-0.25,4.5,0.076
3658,-0.15,4.7,0.071
3658,-0.05,4.9,0.091
3658,0.05,5.1,0.051
3659,-0.95,3.1,0.063
3659,-0.85,3.3,0.041
3659,-0.75,3.5,0.071
3659,-0.65,3.7,0.03
3659,-0.55,3.9,0.023
3659,-0.45,4.1,0.082
3659,-0.35,4.3,0.089
3659,-0.25,4.5,0.069
3659,-0.15,4.7,0.078
3659,-0.05,4.9,0.078
3659,0.05,5.1,0.043
3660,-0.95,3.1,0.077
3660,-0.85,3.3,0.092
3660,-0.75,3.5,0.075
3660,-0.65,3.7,0.054
3660,-0.55,3.9,0.04
3660,-0.45,4.1,0.082
3660,-0.35,12.6,0.033
3660,-0.25,4.5,0.091
3660,-0.15,4.7,0.068
3660,-0.05,4.5,0.042
3660,0.05,5.1,0.027
3661,-0.95,3.1,0.064
3661,-0.85,3.3,0.061
3661,-0.75,3.5,0.075
3661,-0.65,6.3,0.046
3661,-0.55,3.9,0.082
3661,-0.45,4.1,0.079
3661,-0.35,4.3,0.07
3661,-0.25,4.5,0.061
3661,-0.15,4.7,0.065
3661,-0.05,4.9,0.039
3661,0.05,5.1,0.075
3662,-0.95,3.1,0.043
3662,-0.85,3.3,0.065
3662,-0.75,3.5,0.048
3662,-0.65,3.7,0.043
3662,-0.55,3.9,0.095
3662,-0.45,4.1,0.089
3662,-0.35,4.3,0.041
3662,-0.25,4.5,0.058
3662,-0.15,4.7,0.033
3662,-0.05,4.9,0.086
3662,0.05,2.4,0.105
3663,-0.95,3.1,0.069
3663,-0.85,3.3,0.042
3663,-0.75,3.5,0.065
3663,-0.65,3.7,0.065
3663,-0.55,3.9,0.072
3663,-0.45,4.1,0.075
3663,-0.35,4.3,0.065
3663,-0.25,3.2,0.066
3663,-0.15,4.7,0.046
3663,-0.05,11.9,0.048
3663,0.05,5.1,0.058
3664,-0.95,3.1,0.08
3664,-0.85,3.3,0.052
3664,-0.75,3.5,0.069
3664,-0.65,3.7,0.097
3664,-0.55,3.9,0.064
3664,-0.45,4.1,0.081
3664,-0.35,4.3,0.077
3664,-0.25,4.5,0.093
3664,-0.15,4.7,0.072
3664,-0.05,4.9,0.064
3664,0.05,5.1,0.038
3665,-0.95,3.1,0.063
3665,-0.85,3.3,0.055
3665,-0.75,3.5,0.095
3665,-0.65,3.7,0.109
3665,-0.55,3.9,0.097
3665,-0.45,4.1,0.089
3665,-0.35,4.3,0.097
3665,-0.25,4.5,0.089
3665,-0.15,4.7,0.076
3665,-0.05,4.9,0.087
3665,0.05,5.1,0.04
3666,-0.95,3.1,0.065
3666,-0.85,3.3,0.084
3666,-0.75,3.5,0.111
3666,-0.65,3.7,0.077
3666,-0.55,3.9,0.09
3666,-0.45,4.1,0.161
3666,-0.35,4.3,0.106
3666,-0.25,4.5,0.121
3666,-0.15,4.7,0.061
3666,-0.05,4.9,0.057
3666,0.05,5.1,0.056
3667,-0.95,3.1,0.046
3667,-0.85,3.3,0.092
3667,-0.75,3.5,0.157
3667,-0.65,3.7,0.083
3667,-0.55,3.9,0.122
3667,-0.45,4.1,0.143
3667,-0.35,4.3,0.144
3667,-0.25,4.5,0.08
3667,-0.15,4.7,0.052
3667,-0.05,4.9,0.076
3667,0.05,5.1,0.043
3668,-0.95,3.1,0.063
3668,-0.85,3.3,0.072
3668,-0.75,3.5,0.131
3668,-0.65,3.7,0.14
3668,-0.55,3.9,0.133
3668,-0.45,4.1,0.094
3668,-0.35,4.3,0.112
3668,-0.25,4.5,0.065
3668,-0.15,4.7,0.062
3668,-0.05,4.5,0.094
3668,0.05,5.1,0.031
3669,-0.95,3.1,0.095
3669,-0.85,3.3,0.131
3669,-0.75,3.5,0.072
3669,-0.65,3.7,0.088
3669,-0.55,3.9,0.104
3669,-0.45,4.1,0.149
3669,-0.35,4.3,0.103
3669,-0.25,4.5,0.068
3669,-0.15,4.7,0.051
3669,-0.05,4.9,0.048
3669,0.05,5.1,0.038
3670,-0.95,3.1,0.103
3670,-0.85,3.3,0.097
3670,-0.75,3.5,0.112
3670,-0.65,3.7,0.063
3670,-0.55,3.9,0.108
3670,-0.45,4.1,0.083
3670,-0.35,4.3,0.095
3670,-0.25,4.5,0.074
3670,-0.15,4.7,0.037
3670,-0.05,4.9,0.034
3670,0.05,5.1,0.023
3671,-0.95,3.1,0.056
3671,-0.85,3.3,0.086
3671,-0.75,6.4,0.051
3671,-0.65,3.7,0.049
3671,-0.55,3.9,0.074
3671,-0.45,4.1,0.067
3671,-0.35,4.3,0.086
3671,-0.25,4.5,0.068
3671,-0.15,4.7,0.034
3671,-0.05,4.9,0.027
3671,0.05,5.1,0.029
3672,-0.95,3.1,0.054
3672,-0.85,3.3,0.033
3672,-0.75,3.5,0.054
3672,-0.65,3.7,0.074
3672,-0.55,3.9,0.037
3672,-0.45,4.1,0.056
3672,-0.35,4.3,0.066
3672,-0.25,4.5,0.052
3672,-0.15,4.7,0.033
3672,-0.05,4.9,0.064
3672,0.05,5.1,0.031
3673,-0.95,3.1,0.067
3673,-0.85,3.3,0.028
3673,-0.75,3.5,0.047
3673,-0.65,3.7,0.088
3673,-0.55,3.9,0.069
3673,-0.45,4.1,0.075
3673,-0.35,4.3,0.078
3673,-0.25,4.5,0.1
3673,-0.15,4.7,0.045
3673,-0.05,4.9,0.075
3673,0.05,5.1,0.079
3674,-0.95,3.1,0.095
3674,-0.85,3.3,0.038
3674,-0.75,3.5,0.07
3674,-0.65,14.0,0.016
3674,-0.55,3.9,0.109
3674,-0.45,4.1,0.085
3674,-0.35,4.3,0.062
3674,-0.25,4.5,0.08
3674,-0.15,4.7,0.064
3674,-0.05,4.9,0.062
3674,0.05,5.1,0.094
3675,-0.95,3.1,0.081
3675,-0.85,3.3,0.072
3675,-0.75,3.5,0.072
3675,-0.65,3.7,0.052
3675,-0.55,8.9,0.04
3675,-0.45,4.1,0.076
3675,-0.35,4.3,0.101
3675,-0.25,4.5,0.095
3675,-0.15,4.7,0.073
3675,-0.05,1.5,0.087
3675,0.05,5.1,0.075
3676,-0.95,3.1,0.1
3676,-0.85,3.3,0.055
3676,-0.75,3.5,0.085
3676,-0.65,3.7,0.045
3676,-0.55,3.9,0.055
3676,-0.45,4.1,0.105
3676,-0.35,4.3,0.077
3676,-0.25,4.5,0.101
3676,-0.15,4.7,0.072
3676,-0.05,4.9,0.087
3676,0.05,5.1,0.092
3677,-0.95,3.1,0.103
3677,-0.85,3.3,0.063
3677,-0.75,3.5,0.093
3677,-0.65,3.7,0.053
3677,-0.55,3.9,0.045
3677,-0.45,4.1,0.079
3677,-0.35,2.8,0.119
3677,-0.25,4.5,0.075
3677,-0.15,4.7,0.07
3677,-0.05,4.9,0.047
3677,0.05,5.1,0.048
3678,-0.95,3.1,0.066
3678,-0.85,3.3,0.091
3678,-0.75,3.5,0.075
3678,-0.65,3.7,0.078
3678,-0.55,3.9,0.064
3678,-0.45,4.1,0.087
3678,-0.35,4.3,0.07
3678,-0.25,4.5,0.079
3678,-0.15,4.7,0.062
3678,-0.05,4.9,0.073
3678,0.05,5.1,0.046
3679,-0.95,3.1,0.041
3679,-0.85,3.3,0.084
3679,-0.75,3.5,0.068
3679,-0.65,3.7,0.05
3679,-0.55,3.9,0.077
3679,-0.45,4.1,0.04
3679,-0.35,4.3,0.06
3679,-0.25,4.5,0.072
3679,-0.15,4.7,0.08
3679,-0.05,4.9,0.07
3679,0.05,5.1,0.05
3680,-0.95,3.1,0.077
3680,-0.85,3.3,0.062
3680,-0.75,3.5,0.077
3680,-0.65,3.7,0.065
3680,-0.55,3.9,0.044
3680,-0.45,4.1,0.055
3680,-0.35,4.3,0.077
3680,-0.25,4.5,0.043
3680,-0.15,4.7,0.045
3680,-0.05,4.9,0.074
3680,0.05,5.1,0.062
3681,-0.95,3.1,0.058
3681,-0.85,3.3,0.085
3681,-0.75,3.5,0.124
3681,-0.65,3.7,0.039
3681,-0.55,3.9,0.036
3681,-0.45,4.1,0.073
3681,-0.35,4.3,0.065
3681,-0.25,4.5,0.054
3681,-0.15,4.7,0.082
3681,-0.05,4.9,0.057
3681,0.05,5.1,0.058
3682,-0.95,3.1,0.043
3682,-0.85,4.0,0.079
3682,-0.75,3.5,0.082
3682,-0.65,3.7,0.048
3682,-0.55,3.9,0.07
3682,-0.45,4.1,0.036
3682,-0.35,4.3,0.053
3682,-0.25,4.5,0.033
3682,-0.15,4.7,0.053
3682,-0.05,4.9,0.055
3682,0.05,5.1,0.027
3683,-0.95,3.1,0.028
3683,-0.85,3.3,0.03
3683,-0.75,3.5,0.081
3683,-0.65,3.7,0.057
3683,-0.55,2.6,0.071
3683,-0.45,4.1,0.079
3683,-0.35,4.3,0.076
3683,-0.25,4.5,0.051
3683,-0.15,4.7,0.037
3683,-0.05,4.9,0.018
3683,0.05,5.1,0.037
3684,-0.95,3.1,0.06
3684,-0.85,3.3,0.044
3684,-0.75,3.5,0.067
3684,-0.65,3.7,0.085
3684,-0.55,3.9,0.081
3684,-0.45,4.1,0.101
3684,-0.35,4.3,0.084
3684,-0.25,4.5,0.088
3684,-0.15,4.7,0.029
3684,-0.05,10.0,0.043
3684,0.05,5.1,0.059
3685,-0.95,3.1,0.059
3685,-0.85,3.3,0.093
3685,-0.75,3.5,0.093
3685,-0.65,3.7,0.112
3685,-0.55,3.9,0.082
3685,-0.45,4.1,0.077
3685,-0.35,4.3,0.064
3685,-0.25,4.5,0.075
3685,-0.15,4.7,0.087
3685,-0.05,4.9,0.055
3685,0.05,4.4,0.055
3686,-0.95,3.1,0.046
3686,-0.85,3.3,0.067
3686,-0.75,3.5,0.095
3686,-0.65,3.7,0.081
3686,-0.55,3.9,0.144
3686,-0.45,4.1,0.08
3686,-0.35,4.3,0.082
3686,-0.25,4.5,0.089
3686,-0.15,4.7,0.059
3686,-0.05,4.9,0.089
3686,0.05,5.1,0.102
3687,-0.95,3.1,0.054
3687,-0.85,3.3,0.06
3687,-0.75,3.5,0.091
3687,-0.65,3.7,0.069
3687,-0.55,7.9,0.122
3687,-0.45,4.1,0.084
3687,-0.35,4.3,0.112
3687,-0.25,4.5,0.093
3687,-0.15,4.7,0.061
3687,-0.05,4.9,0.087
3687,0.05,5.1,0.095
3688,-0.95,3.1,0.04
3688,-0.85,3.3,0.058
3688,-0.75,3.5,0.084
3688,-0.65,3.7,0.099
3688,-0.55,3.9,0.063
3688,-0.45,4.1,0.092
3688,-0.35,4.3,0.064
3688,-0.25,4.5,0.067
3688,-0.15,4.7,0.066
3688,-0.05,4.9,0.068
3688,0.05,5.1,0.065
3689,-0.95,3.1,0.07
3689,-0.85,3.3,0.056
3689,-0.75,3.5,0.069
3689,-0.65,3.7,0.056
3689,-0.55,3.9,0.095
3689,-0.45,4.1,0.106
3689,-0.35,4.3,0.039
3689,-0.25,4.5,0.061
3689,-0.15,4.7,0.056
3689,-0.05,4.9,0.071
3689,0.05,5.1,0.064
3690,-0.95,3.1,0.079
3690,-0.85,3.3,0.065
3690,-0.75,3.5,0.087
3690,-0.65,3.7,0.069
3690,-0.55,3.9,0.099
3690,-0.45,4.1,0.097
3690,-0.35,4.3,0.06
3690,-0.25,4.5,0.048
3690,-0.15,4.7,0.086
3690,-0.05,4.9,0.044
3690,0.05,5.1,0.053
3691,-0.95,3.1,0.073
3691,-0.85,13.1,0.028
3691,-0.75,3.5,0.143
3691,-0.65,3.7,0.075
3691,-0.55,3.9,0.096
3691,-0.45,4.1,0.075
3691,-0.35,4.3,0.071
3691,-0.25,4.5,0.069
3691,-0.15,4.7,0.026
3691,-0.05,4.9,0.067
3691,0.05,5.1,0.086
3692,-0.95,3.1,0.039
3692,-0.85,3.3,0.078
3692,-0.75,3.5,0.099
3692,-0.65,3.7,0.095
3692,-0.55,3.9,0.119
3692,-0.45,4.1,0.112
3692,-0.35,4.3,0.075
3692,-0.25,4.5,0.097
3692,-0.15,6.8,0.065
3692,-0.05,4.9,0.064
3692,0.05,5.1,0.024
3693,-0.95,3.1,0.058
3693,-0.85,3.3,0.065
3693,-0.75,3.5,0.051
3693,-0.65,3.7,0.096
3693,-0.55,3.9,0.082
3693,-0.45,4.1,0.12
3693,-0.35,4.3,0.084
3693,-0.25,4.5,0.036
3693,-0.15,4.7,0.063
3693,-0.05,4.9,0.055
3693,0.05,5.1,0.036
3694,-0.95,3.1,0.091
3694,-0.85,3.3,0.057
3694,-0.75,3.5,0.1
3694,-0.65,3.7,0.068
3694,-0.55,3.9,0.121
3694,-0.45,4.1,0.071
3694,-0.35,4.3,0.054
3694,-0.25,4.5,0.06
3694,-0.15,4.7,0.047
3694,-0.05,4.9,0.036
3694,0.05,5.1,0.028
3695,-0.95,3.1,0.053
3695,-0.85,13.4,0.022
3695,-0.75,3.5,0.111
3695,-0.65,3.7,0.092
3695,-0.55,3.9,0.044
3695,-0.45,14.0,0.022
3695,-0.35,4.3,0.032
3695,-0.25,4.5,0.049
3695,-0.15,4.7,0.061
3695,-0.05,4.9,0.045
3695,0.05,5.1,0.033
3696,-0.95,3.1,0.027
3696,-0.85,3.3,0.059
3696,-0.75,3.5,0.127
3696,-0.65,3.7,0.068
3696,-0.55,3.9,0.06
3696,-0.45,4.1,0.056
3696,-0.35,4.3,0.045
3696,-0.25,4.5,0.042
3696,-0.15,4.7,0.041
3696,-0.05,4.9,0.046
3696,0.05,5.1,0.051
3697,-0.95,3.1,0.05
3697,-0.85,3.3,0.072
3697,-0.75,3.5,0.059
3697,-0.65,3.7,0.059
3697,-0.55,3.9,0.025
3697,-0.45,7.2,0.07
3697,-0.35,4.3,0.054
3697,-0.25,4.5,0.022
3697,-0.15,4.7,0.051
3697,-0.05,4.9,0.049
3697,0.05,1.0,0.014
3698,-0.95,3.1,0.047
3698,-0.85,3.3,0.033
3698,-0.75,3.5,0.068
3698,-0.65,3.7,0.048
3698,-0.55,3.9,0.045
3698,-0.45,4.1,0.073
3698,-0.35,4.3,0.039
3698,-0.25,4.5,0.056
3698,-0.15,4.7,0.043
3698,-0.05,4.9,0.054
3698,0.05,5.1,0.061
3699,-0.95,3.1,0.062
3699,-0.85,3.3,0.08
3699,-0.75,3.5,0.065
3699,-0.65,3.7,0.064
3699,-0.55,3.9,0.06
3699,-0.45,4.1,0.04
3699,-0.35,4.3,0.05
3699,-0.25,4.5,0.064
3699,-0.15,4.7,0.045
3699,-0.05,4.9,0.035
3699,0.05,5.1,0.031
3700,-0.95,3.1,0.098
3700,-0.85,10.5,0.068
3700,-0.75,3.5,0.1
3700,-0.65,3.7,0.081
3700,-0.55,3.9,0.055
3700,-0.45,4.1,0.069
3700,-0.35,4.3,0.076
3700,-0.25,4.5,0.049
3700,-0.15,4.7,0.031
3700,-0.05,4.9,0.045
3700,0.05,5.1,0.046
3701,-0.95,4.3,0.089
3701,-0.85,4.6,0.12
3701,-0.75,3.5,0.134
3701,-0.65,3.7,0.083
3701,-0.55,3.9,0.062
3701,-0.45,4.1,0.067
3701,-0.35,4.3,0.054
3701,-0.25,4.5,0.079
3701,-0.15,4.7,0.053
3701,-0.05,4.9,0.033
3701,0.05,5.1,0.03
3702,-0.95,3.1,0.085
3702,-0.85,3.3,0.112
3702,-0.75,3.5,0.102
3702,-0.65,3.7,0.06
3702,-0.55,3.9,0.067
3702,-0.45,4.1,0.081
3702,-0.35,4.3,0.115
3702,-0.25,4.5,0.056
3702,-0.15,4.7,0.073
3702,-0.05,4.9,0.064
3702,0.05,5.1,0.054
3703,-0.95,3.1,0.068
3703,-0.85,3.3,0.077
3703,-0.75,3.5,0.059
3703,-0.65,3.7,0.104
3703,-0.55,3.9,0.081
3703,-0.45,4.1,0.068
3703,-0.35,4.3,0.065
3703,-0.25,4.5,0.056
3703,-0.15,4.7,0.064
3703,-0.05,4.9,0.081
3703,0.05,5.1,0.049
3704,-0.95,3.1,0.05
3704,-0.85,3.3,0.062
3704,-0.75,3.5,0.115
3704,-0.65,3.7,0.083
3704,-0.55,3.9,0.092
3704,-0.45,15.0,0.036
3704,-0.35,4.3,0.051
3704,-0.25,4.5,0.076
3704,-0.15,4.7,0.061
3704,-0.05,4.9,0.043
3704,0.05,5.1,0.062
3705,-0.95,3.1,0.09
3705,-0.85,3.3,0.076
3705,-0.75,3.5,0.094
3705,-0.65,3.7,0.069
3705,-0.55,3.9,0.065
3705,-0.45,4.1,0.06
3705,-0.35,4.3,0.075
3705,-0.25,4.5,0.038
3705,-0.15,4.7,0.033
3705,-0.05,4.9,0.052
3705,0.05,5.1,0.023
3706,-0.95,3.1,0.056
3706,-0.85,3.3,0.061
3706,-0.75,3.5,0.089
3706,-0.65,3.7,0.057
3706,-0.55,3.9,0.081
3706,-0.45,7.1,0.077
3706,-0.35,4.3,0.052
3706,-0.25,4.5,0.034
3706,-0.15,4.7,0.024
3706,-0.05,4.9,0.042
3706,0.05,5.1,0.022
3707,-0.95,3.1,0.06
3707,-0.85,3.3,0.059
3707,-0.75,3.5,0.071
3707,-0.65,3.7,0.084
3707,-0.55,3.9,0.07
3707,-0.45,4.1,0.088
3707,-0.35,4.3,0.057
3707,-0.25,4.5,0.021
3707,-0.15,4.7,0.034
3707,-0.05,4.9,0.057
3707,0.05,5.1,0.032
3708,-0.95,3.1,0.072
3708,-0.85,6.7,0.08
3708,-0.75,3.5,0.089
3708,-0.65,3.7,0.102
3708,-0.55,3.9,0.08
3708,-0.45,4.1,0.095
3708,-0.35,4.3,0.051
3708,-0.25,4.5,0.059
3708,-0.15,4.7,0.05
3708,-0.05,4.9,0.048
3708,0.05,5.1,0.033
3709,-0.95,3.1,0.064
3709,-0.85,3.3,0.097
3709,-0.75,3.5,0.123
3709,-0.65,3.7,0.075
3709,-0.55,3.9,0.065
3709,-0.45,4.1,0.11
3709,-0.35,4.3,0.066
3709,-0.25,3.2,0.043
3709,-0.15,10.1,0.059
3709,-0.05,4.9,0.056
3709,0.05,2.7,0.071
3710,-0.95,3.1,0.082
3710,-0.85,3.3,0.092
3710,-0.75,3.5,0.108
3710,-0.65,3.7,0.1
3710,-0.55,3.9,0.096
3710,-0.45,4.1,0.106
3710,-0.35,4.3,0.074
3710,-0.25,4.5,0.061
3710,-0.15,4.7,0.074
3710,-0.05,4.9,0.064
3710,0.05,5.1,0.046
3711,-0.95,3.1,0.079
3711,-0.85,3.3,0.112
3711,-0.75,10.9,0.079
3711,-0.65,3.7,0.117
3711,-0.55,3.9,0.059
3711,-0.45,4.1,0.077
3711,-0.35,4.3,0.076
3711,-0.25,4.5,0.077
3711,-0.15,4.7,0.064
3711,-0.05,4.9,0.085
3711,0.05,5.1,0.066
3712,-0.95,3.1,0.048
3712,-0.85,3.3,0.07
3712,-0.75,3.5,0.095
3712,-0.65,3.7,0.062
3712,-0.55,3.9,0.046
3712,-0.45,4.1,0.074
3712,-0.35,4.3,0.094
3712,-0.25,4.5,0.07
3712,-0.15,4.7,0.085
3712,-0.05,4.9,0.069
3712,0.05,5.1,0.103
3713,-0.95,3.1,0.082
3713,-0.85,3.3,0.031
3713,-0.75,3.5,0.084
3713,-0.65,3.7,0.045
3713,-0.55,3.4,0.056
3713,-0.45,4.1,0.084
3713,-0.35,4.3,0.073
3713,-0.25,4.5,0.115
3713,-0.15,4.7,0.092
3713,-0.05,4.9,0.059
3713,0.05,5.1,0.1
3714,-0.95,3.1,0.041
3714,-0.85,3.3,0.066
3714,-0.75,3.5,0.065
3714,-0.65,11.3,0.061
3714,-0.55,3.9,0.08
3714,-0.45,4.1,0.07
3714,-0.35,4.3,0.061
3714,-0.25,4.5,0.076
3714,-0.15,4.7,0.04
3714,-0.05,4.9,0.053
3714,0.05,5.1,0.089
3715,-0.95,3.1,0.08
3715,-0.85,3.3,0.101
3715,-0.75,3.5,0.083
3715,-0.65,3.7,0.057
3715,-0.55,9.4,0.033
3715,-0.45,4.1,0.084
3715,-0.35,4.3,0.059
3715,-0.25,4.5,0.08
3715,-0.15,4.7,0.067
3715,-0.05,4.9,0.074
3715,0.05,5.1,0.057
3716,-0.95,3.1,0.134
3716,-0.85,3.3,0.091
3716,-0.75,3.5,0.173
3716,-0.65,3.7,0.114
3716,-0.55,3.9,0.077
3716,-0.45,4.1,0.058
3716,-0.35,4.3,0.062
3716,-0.25,4.5,0.061
3716,-0.15,4.7,0.074
3716,-0.05,4.9,0.066
3716,0.05,5.1,0.043
3717,-0.95,3.1,0.099
3717,-0.85,3.3,0.113
3717,-0.75,3.5,0.141
3717,-0.65,3.7,0.113
3717,-0.55,3.9,0.073
3717,-0.45,4.1,0.091
3717,-0.35,4.3,0.079
3717,-0.25,4.5,0.048
3717,-0.15,4.7,0.084
3717,-0.05,4.9,0.069
3717,0.05,5.1,0.054
3718,-0.95,3.1,0.076
3718,-0.85,3.3,0.088
3718,-0.75,3.5,0.098
3718,-0.65,3.7,0.111
3718,-0.55,3.9,0.095
3718,-0.45,4.1,0.093
3718,-0.35,4.3,0.056
3718,-0.25,4.5,0.063
3718,-0.15,4.7,0.091
3718,-0.05,4.9,0.116
3718,0.05,5.1,0.061
3719,-0.95,3.1,0.091
3719,-0.85,3.3,0.053
3719,-0.75,3.5,0.078
3719,-0.65,3.7,0.06
3719,-0.55,3.9,0.111
3719,-0.45,4.1,0.094
3719,-0.35,4.3,0.069
3719,-0.25,4.5,0.041
3719,-0.15,4.7,0.064
3719,-0.05,4.9,0.059
3719,0.05,5.1,0.056
3720,-0.95,3.1,0.088
3720,-0.85,3.3,0.075
3720,-0.75,3.5,0.053
3720,-0.65,3.7,0.084
3720,-0.55,3.9,0.061
3720,-0.45,4.1,0.06
3720,-0.35,4.3,0.083
3720,-0.25,4.5,0.054
3720,-0.15,4.7,0.039
3720,-0.05,4.9,0.052
3720,0.05,5.1,0.051
3721,-0.95,3.1,0.092
3721,-0.85,3.3,0.057
3721,-0.75,3.5,0.055
3721,-0.65,3.7,0.044
3721,-0.55,3.9,0.052
3721,-0.45,4.1,0.025
3721,-0.35,4.3,0.053
3721,-0.25,4.5,0.045
3721,-0.15,4.7,0.037
3721,-0.05,4.9,0.04
3721,0.05,5.1,0.081
3722,-0.95,6.4,0.046
3722,-0.85,3.3,0.048
3722,-0.75,3.5,0.057
3722,-0.65,3.7,0.102
3722,-0.55,12.4,0.021
3722,-0.45,4.1,0.055
3722,-0.35,4.3,0.043
3722,-0.25,4.5,0.034
3722,-0.15,4.7,0.033
3722,-0.05,4.9,0.054
3722,0.05,5.1,0.082
3723,-0.95,3.1,0.028
3723,-0.85,3.3,0.07
3723,-0.75,8.0,0.065
3723,-0.65,3.7,0.084
3723,-0.55,3.9,0.045
3723,-0.45,4.1,0.03
3723,-0.35,4.3,0.045
3723,-0.25,4.5,0.039
3723,-0.15,4.7,0.027
3723,-0.05,4.9,0.074
3723,0.05,5.1,0.096
3724,-0.95,3.1,0.049
3724,-0.85,3.3,0.059
3724,-0.75,3.5,0.056
3724,-0.65,3.7,0.036
3724,-0.55,3.9,0.054
3724,-0.45,4.1,0.095
3724,-0.35,4.3,0.031
3724,-0.25,4.5,0.039
3724,-0.15,4.7,0.035
3724,-0.05,4.9,0.072
3724,0.05,5.1,0.071
3725,-0.95,3.1,0.021
3725,-0.85,3.3,0.047
3725,-0.75,3.5,0.061
3725,-0.65,3.7,0.051
3725,-0.55,3.9,0.092
3725,-0.45,4.1,0.054
3725,-0.35,4.3,0.039
3725,-0.25,4.5,0.037
3725,-0.15,4.7,0.04
3725,-0.05,4.9,0.074
3725,0.05,5.1,0.08
3726,-0.95,3.1,0.058
3726,-0.85,3.3,0.072
3726,-0.75,3.5,0.077
3726,-0.65,3.7,0.068
3726,-0.55,3.9,0.058
3726,-0.45,4.1,0.054
3726,-0.35,4.3,0.064
3726,-0.25,4.5,0.054
3726,-0.15,4.7,0.031
3726,-0.05,4.9,0.101
3726,0.05,5.1,0.067
3727,-0.95,3.1,0.051
3727,-0.85,3.3,0.047
3727,-0.75,3.5,0.101
3727,-0.65,3.7,0.07
3727,-0.55,3.9,0.022
3727,-0.45,4.1,0.045
3727,-0.35,4.3,0.047
3727,-0.25,4.5,0.045
3727,-0.15,4.7,0.078
3727,-0.05,4.9,0.071
3727,0.05,5.1,0.093
3728,-0.95,3.1,0.047
3728,-0.85,3.3,0.038
3728,-0.75,3.5,0.094
3728,-0.65,3.7,0.063
3728,-0.55,3.9,0.079
3728,-0.45,4.1,0.039
3728,-0.35,7.0,0.03
3728,-0.25,4.5,0.045
3728,-0.15,4.7,0.032
3728,-0.05,4.9,0.094
3728,0.05,5.1,0.099
3729,-0.95,3.1,0.079
3729,-0.85,3.3,0.076
3729,-0.75,3.5,0.122
3729,-0.65,3.7,0.079
3729,-0.55,3.7,0.11
3729,-0.45,4.1,0.07
3729,-0.35,4.3,0.046
3729,-0.25,4.5,0.042
3729,-0.15,4.7,0.046
3729,-0.05,4.9,0.063
3729,0.05,5.1,0.079
3730,-0.95,3.1,0.091
3730,-0.85,3.3,0.136
3730,-0.75,3.5,0.06
3730,-0.65,3.7,0.094
3730,-0.55,3.9,0.1
3730,-0.45,4.1,0.09
3730,-0.35,4.3,0.061
3730,-0.25,4.5,0.043
3730,-0.15,4.7,0.052
3730,-0.05,4.9,0.061
3730,0.05,5.1,0.026
3731,-0.95,3.1,0.096
3731,-0.85,3.3,0.091
3731,-0.75,3.5,0.158
3731,-0.65,3.7,0.1
3731,-0.55,11.9,0.089
3731,-0.45,4.1,0.063
3731,-0.35,4.3,0.06
3731,-0.25,4.5,0.067
3731,-0.15,4.7,0.057
3731,-0.05,4.9,0.012
3731,0.05,5.1,0.017
3732,-0.95,3.1,0.1
3732,-0.85,1.9,0.073
3732,-0.75,3.5,0.091
3732,-0.65,3.7,0.068
3732,-0.55,3.9,0.081
